uniq_id,retail_price,discounted_price,discount_amount,product_rating,overall_rating,discount_percentage,main_category,product_name,description,clean_description,negotiation_dialogue,user_behavior,stock_status,recommended_products,feedback_score,feedback_text,helpful_votes,return_reason,recommend_to_others
54749618b728306f9b3dc518dec315ee,999,999,0,3.5,3.5,0.0,Watches,petrol pcwbl68 analog watch   for men,petrol pcwbl68 analog watch   for men  buy petrol pcwbl68 analog watch   for men  pcwbl68 online at rs999 in india only at flipkartcom round dial black strap water resistant stainless steel back case  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,petrol pcwbl analog watch for men buy petrol pcwbl analog watch for men pcwbl online at rs in india only at flipkartcom round dial black strap water resistant stainless steel back case great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We can offer free shipping if you proceed with the purchase now.",added_to_cart,In Stock,"sonata 8013yl02 analog watch   for women, maxima 25703ppkw fiber analog watch   for women, hmt b022 hq analog watch   for women",4.5308566,Very satisfied with this purchase. (Watches),22,This product is purchased,Yes
f32b628588741bcb1ff7ad80ba136a09,1350,949,401,4.0,4.0,29.7037037,Tools & Hardware,onlineshoppee plant container set,buy onlineshoppee plant container set for rs949 online onlineshoppee plant container set at best prices with free shipping  cash on delivery only genuine products 30 day replacement guarantee,buy onlineshoppee plant container set for rs online onlineshoppee plant container set at best prices with free shipping cash on delivery only genuine products day replacement guarantee,"User: Is there any discount available?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,Low Stock,"go hooked mini table plant container set, green girgit plant container set, green girgit plant container set",5.0,Very satisfied with this purchase. (Tools & Hardware),17,This product is purchased,Yes
8b3be6d1635a6c42003ee7cfd406fbed,750,750,0,4.2,4.2,0.0,Watches,flippd fdrbb1814 fibre analog watch   for men,flippd fdrbb1814 fibre analog watch   for men  buy flippd fdrbb1814 fibre analog watch   for men  fdrbb1814 online at rs750 in india only at flipkartcom round dial buckle clasp black strap water resistant  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,flippd fdrbb fibre analog watch for men buy flippd fdrbb fibre analog watch for men fdrbb online at rs in india only at flipkartcom round dial buckle clasp black strap water resistant great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: This is the lowest price available for this quality product.",purchased,In Stock,"fastrack 9827pp10 analog watch   for women, fastrack 9297pp01 sports analog watch   for men, sonata 8097ym01 analog watch   for women",4.36992137,Excellent quality and value! (Watches),22,This product is purchased,Yes
7f7b93b927e749f061a835ad57e73f62,550,550,0,5.0,5.0,0.0,Watches,sonata 7958pp01 analog watch,sonata 7958pp01 analog watch  buy sonata 7958pp01 analog watch  7958pp01 online at rs550 in india only at flipkartcom  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,sonata pp analog watch buy sonata pp analog watch pp online at rs in india only at flipkartcom great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: For bulk purchases, I can give you a 10% discount.",viewed,Low Stock,"maxima 24742lmgy gold analog watch   for men, maxima 20250bmli swarovski analog watch   for women, sonata 7092sl01 yuva analog watch   for men",4.923651659,Excellent quality and value! (Watches),17,This product is purchased,Yes
817b29bf82d16fbc2e757049d31b6ac0,999,999,0,3.0,3.0,0.0,Watches,flippd fd040103 formal analog watch   for men boys,flippd fd040103 formal analog watch   for men boys  buy flippd fd040103 formal analog watch   for men boys  fd040103 online at rs999 in india only at flipkartcom  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,flippd fd formal analog watch for men boys buy flippd fd formal analog watch for men boys fd online at rs in india only at flipkartcom great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: This is the lowest price available for this quality product.",added_to_cart,Out of Stock,"sonata 7011sm05 yuva analog watch   for men, maxima 22381bmly gold analog watch   for women, maxima 07011lcgc attivo analog watch   for men",3.323583549,"Decent product, but could be better. (Watches)",7,others,No
ac6e3aa5a1d5dab0aecdd5234e28e7dd,999,399,600,5.0,5.0,60.06006006,Footwear,kielz women wedges,flipkartcom buy kielz women wedges only for rs 399 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy kielz women wedges only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: This is the lowest price available for this quality product.",added_to_cart,Low Stock,"yepme slip on shoes, liza women wedges, ishoes kello loafers",5.0,Very satisfied with this purchase. (Footwear),38,This product is purchased,Yes
1c4e3dcd4deabf23f0e81f0cc3af7976,430,430,0,4.0,4.0,0.0,Tools & Hardware,natures plus home garden plant container set,buy natures plus home garden plant container set for rs430 online natures plus home garden plant container set at best prices with free shipping  cash on delivery only genuine products 30 day replacement guarantee,buy natures plus home garden plant container set for rs online natures plus home garden plant container set at best prices with free shipping cash on delivery only genuine products day replacement guarantee,"User: Can I get a special deal on this?
Bot: This is the lowest price available for this quality product.",viewed,Out of Stock,"vgreen plant container set, stanley 14125 glass cutter, easy gardening 12 inch square plant container set",4.558425856,Very satisfied with this purchase. (Tools & Hardware),38,This product is purchased,Yes
4c3a5ebc1601410d578bf425a25cb780,825,825,0,5.0,5.0,0.0,Watches,maxima 20141cmgi attivo analog watch   for men,maxima 20141cmgi attivo analog watch   for men  buy maxima 20141cmgi attivo analog watch   for men  20141cmgi online at rs825 in india only at flipkartcom rectangular dial silver strap water resistant  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,maxima cmgi attivo analog watch for men buy maxima cmgi attivo analog watch for men cmgi online at rs in india only at flipkartcom rectangular dial silver strap water resistant great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: I can offer an additional 5% off if you leave a positive review.",viewed,Out of Stock,"maxima 26280cmli attivo analog watch   for women, hmt b022 hq analog watch   for women, maxima 28393lmli attivo analog watch   for women",5.0,Very satisfied with this purchase. (Watches),31,This product is purchased,Yes
a2c4b019197921dfcb3cdd539df89154,549,549,0,5.0,5.0,0.0,Watches,only kidz 20238 barbie analog watch   for boys girls,only kidz 20238 barbie analog watch   for boys girls  buy only kidz 20238 barbie analog watch   for boys girls  20238 online at rs549 in india only at flipkartcom round dial  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,only kidz barbie analog watch for boys girls buy only kidz barbie analog watch for boys girls online at rs in india only at flipkartcom round dial great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,Low Stock,"maxima 26280cmli attivo analog watch   for women, flippd fdlwbr3714 fashion analog watch   for men, rana watches bwprsmd barbie analog watch   for girls",4.177323357,Very satisfied with this purchase. (Watches),36,This product is purchased,Yes
894904e26516d491bf1c7711fe800e78,599,599,0,1.0,1.0,0.0,Watches,only kidz 20600 digital watch   for boys girls,only kidz 20600 digital watch   for boys girls  buy only kidz 20600 digital watch   for boys girls  20600 online at rs599 in india only at flipkartcom round dial buckle clasp blue and red strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,only kidz digital watch for boys girls buy only kidz digital watch for boys girls online at rs in india only at flipkartcom round dial buckle clasp blue and red strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We already offer the best price, but let me check if there's a promotion.",purchased,Out of Stock,"felix 3541 ws metal analog watch   for boys girls, fastrack 9792pp02 basics analog watch   for women, camerii wm64 elegance analog watch   for men boys",1.177551956,Would not recommend. (Watches),11,Defective item,No
c0a525330db5ac7d27ecf1349d4d0ba1,899,899,0,3.5,3.5,0.0,Watches,flippd fdlwbr3714 fashion analog watch   for men,flippd fdlwbr3714 fashion analog watch   for men  buy flippd fdlwbr3714 fashion analog watch   for men  fdlwbr3714 online at rs899 in india only at flipkartcom contemporary dial water resistant brown strap buckle clasp  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,flippd fdlwbr fashion analog watch for men buy flippd fdlwbr fashion analog watch for men fdlwbr online at rs in india only at flipkartcom contemporary dial water resistant brown strap buckle clasp great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: I can offer an additional 5% off if you leave a positive review.",added_to_cart,Low Stock,"fastrack 3062pp19 tees analog watch   for men women, fastrack 9770pl01 sport analog watch   for women, 3wish curblue silver blue 8023 analog watch   for boys men",4.009167896,Highly recommend! (Watches),19,This product is purchased,Yes
d71a564b8b6427f7290e72ad4c19c859,999,999,0,4.0,4.0,0.0,Watches,sonata 8097ym01 analog watch   for women,sonata 8097ym01 analog watch   for women  buy sonata 8097ym01 analog watch   for women  8097ym01 online at rs999 in india only at flipkartcom round dial golden strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,sonata ym analog watch for women buy sonata ym analog watch for women ym online at rs in india only at flipkartcom round dial golden strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: This is the lowest price available for this quality product.",wishlist,Low Stock,"swisstyle ssgr1409blkch flunky analog watch   for men, maxima 29923lpgy analog watch   for men, sonata 8943yl03 yuva gold analog watch   for women",4.275886282,Highly recommend! (Watches),11,This product is purchased,Yes
5f8ebf77ba4064b68ea23a41cda71d97,595,476,119,2.0,2.0,20.0,Watches,kool kidz dmk011pk 01 analog watch   for boys girls,kool kidz dmk011pk 01 analog watch   for boys girls  buy kool kidz dmk011pk 01 analog watch   for boys girls  dmk011pk 01 online at rs476 in india only at flipkartcom multicolor strap round dial metal case  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,kool kidz dmkpk analog watch for boys girls buy kool kidz dmkpk analog watch for boys girls dmkpk online at rs in india only at flipkartcom multicolor strap round dial metal case great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: We already offer the best price, but let me check if there's a promotion.",added_to_cart,Out of Stock,"jack klein goldjack analog watch   for boys men, times sd147 casual analog watch   for women, hmt olss 01 analog watch   for women",3.457591698,"Decent product, but could be better. (Watches)",12,others,No
d6b4bc453eae23dc878f62b285bc61bc,999,999,0,3.8,3.8,0.0,Watches,noise nosww025 round dial jelly analog watch   for men women,noise nosww025 round dial jelly analog watch   for men women  buy noise nosww025 round dial jelly analog watch   for men women  nosww025 online at rs999 in india only at flipkartcom round dial buckle clasp green strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,noise nosww round dial jelly analog watch for men women buy noise nosww round dial jelly analog watch for men women nosww online at rs in india only at flipkartcom round dial buckle clasp green strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: We already offer the best price, but let me check if there's a promotion.",wishlist,In Stock,"maxima 07011lcgc attivo analog watch   for men, figo fashion ll1006blk analog watch   for women, hmt olss 03 analog watch   for women",5.0,Highly recommend! (Watches),44,This product is purchased,Yes
631627d1d25c9f0eee49a32fe3963e0d,999,999,0,4.0,4.0,0.0,Watches,nexus nx7570 analog watch   for women,nexus nx7570 analog watch   for women  buy nexus nx7570 analog watch   for women  nx7570 online at rs999 in india only at flipkartcom  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,nexus nx analog watch for women buy nexus nx analog watch for women nx online at rs in india only at flipkartcom great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: I can offer an additional 5% off if you leave a positive review.",viewed,In Stock,"only kidz 20238 barbie analog watch   for boys girls, colat colatm08 roman numerals analog watch   for men boys, hmt s3648 analog watch   for men",5.0,Very satisfied with this purchase. (Watches),27,This product is purchased,Yes
97c3818e0e65b93b22c68f3a342e2621,1200,529,671,4.0,4.0,55.91666667,Jewellery,aadi alloy metal bangle,aadi alloy metal bangle  buy aadi alloy metal bangle only for rs 00 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,aadi alloy metal bangle buy aadi alloy metal bangle only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,In Stock,"voylla cubic zirconia fabric necklace, fayon red chic alloy necklace, nevi butterfly swarovski crystal crystal alloy crystal pendant",5.0,Excellent quality and value! (Jewellery),28,This product is purchased,Yes
b76cbf2951a178fa1bc15847b2270e5f,995,895,100,4.0,4.0,10.05025126,Watches,maxima 29182cmgi attivo analog watch   for men,maxima 29182cmgi attivo analog watch   for men  buy maxima 29182cmgi attivo analog watch   for men  29182cmgi online at rs895 in india only at flipkartcom deployment clasp brass case round dial water resistant silver strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,maxima cmgi attivo analog watch for men buy maxima cmgi attivo analog watch for men cmgi online at rs in india only at flipkartcom deployment clasp brass case round dial water resistant silver strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,Out of Stock,"flippd fdrbb2814orange fibre analog watch   for men, maxima 29923lpgy analog watch   for men, sonata 8974pp03 analog watch   for women",5.0,Highly recommend! (Watches),24,This product is purchased,Yes
ff3318689e59386545c9bd6cc8369671,999,999,0,1.0,1.0,0.0,Watches,petrol pcbbl67 analog watch   for men,petrol pcbbl67 analog watch   for men  buy petrol pcbbl67 analog watch   for men  pcbbl67 online at rs999 in india only at flipkartcom black strap square dial stainless steel back case  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,petrol pcbbl analog watch for men buy petrol pcbbl analog watch for men pcbbl online at rs in india only at flipkartcom black strap square dial stainless steel back case great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: We can offer free shipping if you proceed with the purchase now.",purchased,Out of Stock,"sonata 7924sl03 sport casual analog watch   for men, maxima 28393lmli attivo analog watch   for women, sonata 8013yl02 analog watch   for women",3.245286127,"It works, but has some flaws. (Watches)",25,others,No
0bfe472f1cc18f7c6902b125c6a61f7e,950,850,100,3.0,3.0,10.52631579,Watches,maxima 20250bmli swarovski analog watch   for women,maxima 20250bmli swarovski analog watch   for women  buy maxima 20250bmli swarovski analog watch   for women  20250bmli online at rs850 in india only at flipkartcom rectangular dial steel case water resistant silver strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,maxima bmli swarovski analog watch for women buy maxima bmli swarovski analog watch for women bmli online at rs in india only at flipkartcom rectangular dial steel case water resistant silver strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: I can offer an additional 5% off if you leave a positive review.",added_to_cart,Low Stock,"sonata 7093sl02 yuva analog watch   for men, maxima 22381bmly gold analog watch   for women, skmei 1070blk sports analogdigital watch   for men boys",3.930936943,"Average experience, nothing special. (Watches)",37,others,No
9e143d87bb334364f4b8bfd214fde21f,699,699,0,3.0,3.0,0.0,Watches,sir time st01sybk digital watch   for men,sir time st01sybk digital watch   for men  buy sir time st01sybk digital watch   for men  st01sybk online at rs699 in india only at flipkartcom stainless steel back case buckle clasp round dial black strap chronograph function water resistant  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,sir time stsybk digital watch for men buy sir time stsybk digital watch for men stsybk online at rs in india only at flipkartcom stainless steel back case buckle clasp round dial black strap chronograph function water resistant great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: I can offer an additional 5% off if you leave a positive review.",purchased,In Stock,"flippd fd040107 casual analog watch   for men boys, fastrack 9912pp15 tees analog watch   for men women, sonata 7970sl05 watch",3.950155719,"Average experience, nothing special. (Watches)",30,others,No
987e13b445c34bfedb9796d2bb78d593,650,650,0,5.0,5.0,0.0,Watches,maxima 01727lpln mac gold analog watch   for women,maxima 01727lpln mac gold analog watch   for women  buy maxima 01727lpln mac gold analog watch   for women  01727lpln online at rs650 in india only at flipkartcom plastic case brass bezel buckle clasp water resistant oval dial black strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,maxima lpln mac gold analog watch for women buy maxima lpln mac gold analog watch for women lpln online at rs in india only at flipkartcom plastic case brass bezel buckle clasp water resistant oval dial black strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: This is the lowest price available for this quality product.",viewed,Out of Stock,"sonata 7924sl03 sport casual analog watch   for men, sonata 8925ym06j analog watch   for women, maxima 24460cmgi attivo analog watch   for men",4.890838211,Very satisfied with this purchase. (Watches),22,This product is purchased,Yes
e2412ef956edc9f4d9133c0aad6481dd,525,525,0,5.0,5.0,0.0,Watches,kool kidz dmk001pr 01 analog watch   for boys girls,kool kidz dmk001pr 01 analog watch   for boys girls  buy kool kidz dmk001pr 01 analog watch   for boys girls  dmk001pr 01 online at rs525 in india only at flipkartcom metal case round dial water resistant multicolor strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,kool kidz dmkpr analog watch for boys girls buy kool kidz dmkpr analog watch for boys girls dmkpr online at rs in india only at flipkartcom metal case round dial water resistant multicolor strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: This is the lowest price available for this quality product.",purchased,Out of Stock,"only kidz 20238 barbie analog watch   for boys girls, fastrack 9297pp01 sports analog watch   for men, hmt g5141 watch   for men",5.0,Excellent quality and value! (Watches),29,This product is purchased,Yes
b8a4b58c34c9d3e18aa7b44b312eb697,595,595,0,4.6,4.6,0.0,Watches,hmt g5141 watch   for men,hmt g5141 watch   for men  buy hmt g5141 watch   for men  g5141 online at rs899 in india only at flipkartcom  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,hmt g watch for men buy hmt g watch for men g online at rs in india only at flipkartcom great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Is there any discount available?
Bot: We can offer free shipping if you proceed with the purchase now.",added_to_cart,Out of Stock,"luba ty47 stylo analog watch   for men, only kidz 20368 digital watch   for boys girls, fastrack 9912pp15 tees analog watch   for men women",4.542717017,Very satisfied with this purchase. (Watches),26,This product is purchased,Yes
ec02af7e5c2f80ee7bfb172b737c2c8e,450,450,0,5.0,5.0,0.0,Footwear,ortho  rest women flats,"ortho  rest women flats
                         price rs 450
				
			?rtho  rest has been engineered from carefully selected and specially blended polymers keeping in mind the requirements of paining heel and foot it provides that extra yet optimum thrust of cushioning required by an average indian feet?rtho  rest may be effective in many cases its special material provides extra comfort it is skid and slip resistant and provides symptomatic relief in conditions of aching heel and feet being an open footwear it is helpful for diabetics as injuries due to closedtight fitting and hard soled shoes and prespiration are prevented as a general footwear its use is strongly recommended to prevent occurance of conditions leading to heel pain and foot pain
?rtho  rest has been engineered from carefully selected and specially blended polymers keeping in mind the requirements of paining heel and foot it provides that extra yet optimum thrust of cushioning required by an average indian feet?rtho  rest may be effective in many cases its special material provides extra comfort it is skid and slip resistant and provides symptomatic relief in conditions of aching heel and feet being an open footwear it is helpful for diabetics as injuries due to closedtight fitting and hard soled shoes and prespiration are prevented as a general footwear its use is strongly recommended to prevent occurance of conditions leading to heel pain and foot pain",ortho rest women flats price rs rtho rest has been engineered from carefully selected and specially blended polymers keeping in mind the requirements of paining heel and foot it provides that extra yet optimum thrust of cushioning required by an average indian feetrtho rest may be effective in many cases its special material provides extra comfort it is skid and slip resistant and provides symptomatic relief in conditions of aching heel and feet being an open footwear it is helpful for diabetics as injuries due to closedtight fitting and hard soled shoes and prespiration are prevented as a general footwear its use is strongly recommended to prevent occurance of conditions leading to heel pain and foot pain rtho rest has been engineered from carefully selected and specially blended polymers keeping in mind the requirements of paining heel and foot it provides that extra yet optimum thrust of cushioning required by an average indian feetrtho rest may be effective in many cases its special material provides extra comfort it is skid and slip resistant and provides symptomatic relief in conditions of aching heel and feet being an open footwear it is helpful for diabetics as injuries due to closedtight fitting and hard soled shoes and prespiration are prevented as a general footwear its use is strongly recommended to prevent occurance of conditions leading to heel pain and foot pain,"User: Can you give me a better price?
Bot: I can offer an additional 5% off if you leave a positive review.",purchased,In Stock,"leather king adams black lace up, yepme women flats, red chief rc2401 corporate casuals",4.729172184,Highly recommend! (Footwear),31,This product is purchased,Yes
711dd352c12977415ce27d3ca7b9d219,725,700,25,4.1,4.1,3.448275862,Watches,maxima 27280ppgw fiber analog watch   for men,maxima 27280ppgw fiber analog watch   for men  buy maxima 27280ppgw fiber analog watch   for men  27280ppgw online at rs700 in india only at flipkartcom round dial water resistant plastic case plastic bezel buckle clasp white strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,maxima ppgw fiber analog watch for men buy maxima ppgw fiber analog watch for men ppgw online at rs in india only at flipkartcom round dial water resistant plastic case plastic bezel buckle clasp white strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: This is the lowest price available for this quality product.",wishlist,Out of Stock,"flippd fdrbb2814orange fibre analog watch   for men, sonata 7007sl02 analog watch   for men, sonata 7007yl07 analog watch   for men",4.731959788,Very satisfied with this purchase. (Watches),42,This product is purchased,Yes
8a15fa23b8c39ac1c7eaac94cbbe6fc6,800,800,0,3.7,3.7,0.0,Watches,hmt s3648 analog watch   for men,hmt s3648 analog watch   for men  buy hmt s3648 analog watch   for men  s3648 online at rs800 in india only at flipkartcom round dial brown strap stainless steel back case water resistant buckle clasp  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,hmt s analog watch for men buy hmt s analog watch for men s online at rs in india only at flipkartcom round dial brown strap stainless steel back case water resistant buckle clasp great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can you give me a better price?
Bot: We already offer the best price, but let me check if there's a promotion.",purchased,Low Stock,"sonata 8013yl02 analog watch   for women, maxima 32841ppdn digital watch   for men, chappin  nellson cnl50white analog watch   for women",4.458882746,Highly recommend! (Watches),22,This product is purchased,Yes
91397ce104320e01879d43f7b90464d1,799,449,350,4.0,4.0,43.80475594,Footwear,nell women flats,flipkartcom buy nell women flats only for rs 449 from flipkartcom only genuine products 30 day replacement guarantee free shipping cash on delivery,flipkartcom buy nell women flats only for rs from flipkartcom only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: This is the lowest price available for this quality product.",viewed,Out of Stock,"ishoes real brown slip on shoes, do bhai women heels, provogue corporate casuals",3.703924356,"Decent product, but could be better. (Footwear)",26,others,No
228be49e5f62942af1cb567efcfee202,999,999,0,3.0,3.0,0.0,Watches,nexus nx7591 analog watch   for women,nexus nx7591 analog watch   for women  buy nexus nx7591 analog watch   for women  nx7591 online at rs999 in india only at flipkartcom  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,nexus nx analog watch for women buy nexus nx analog watch for women nx online at rs in india only at flipkartcom great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: What if I buy two? Will you lower the price?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,Low Stock,"sonata 2160yl06 economy analog watch   for women, sonata 7007yl09 essentials analog watch   for men, maxima 32841ppdn digital watch   for men",4.568057626,Highly recommend! (Watches),24,This product is purchased,Yes
334af0ffebdd093bcc22a2a0dffa2633,549,549,0,1.0,1.0,0.0,Watches,only kidz 20368 digital watch   for boys girls,only kidz 20368 digital watch   for boys girls  buy only kidz 20368 digital watch   for boys girls  20368 online at rs549 in india only at flipkartcom contemporary dial pink strap blister case plastic bezel scratch resistant buckle clasp  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,only kidz digital watch for boys girls buy only kidz digital watch for boys girls online at rs in india only at flipkartcom contemporary dial pink strap blister case plastic bezel scratch resistant buckle clasp great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: This is the lowest price available for this quality product.",added_to_cart,Low Stock,"maxima 22381bmly gold analog watch   for women, sonata 87001sl01 analog watch   for women, sonata everyday analog watch  for men",1.576795314,Would not recommend. (Watches),9,Not as described,No
321f2ab0dd243778c87ac63ace6639f4,1099,1085,14,5.0,5.0,1.27388535,Watches,sonata 8098ym01 analog watch   for women,sonata 8098ym01 analog watch   for women  buy sonata 8098ym01 analog watch   for women  8098ym01 online at rs1085 in india only at flipkartcom water resistant round dial stainless steel back case deployment clasp golden strap  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,sonata ym analog watch for women buy sonata ym analog watch for women ym online at rs in india only at flipkartcom water resistant round dial stainless steel back case deployment clasp golden strap great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: This seems expensive. Can you do something about it?
Bot: I can offer an additional 5% off if you leave a positive review.",viewed,Low Stock,"flippd fdrbb2114 fibre analog watch   for men, maxima 29081lmgi attivo analog watch   for men, only kidz 20600 digital watch   for boys girls",5.0,Excellent quality and value! (Watches),11,This product is purchased,Yes
d14364b3e3fe037e953bdfbf3c43f330,999,999,0,2.2,2.2,0.0,Watches,noise nosww026 round dial jelly analog watch   for men women,noise nosww026 round dial jelly analog watch   for men women  buy noise nosww026 round dial jelly analog watch   for men women  nosww026 online at rs999 in india only at flipkartcom round dial red strap buckle clasp  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,noise nosww round dial jelly analog watch for men women buy noise nosww round dial jelly analog watch for men women nosww online at rs in india only at flipkartcom round dial red strap buckle clasp great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: We already offer the best price, but let me check if there's a promotion.",viewed,Out of Stock,"sonata 7007sl02 analog watch   for men, sir time st01sybk digital watch   for men, rorlig rr028 expedition analog watch   for men boys",3.762257508,"Average experience, nothing special. (Watches)",28,others,No
bf77cde1ddf5b35076eabe4ae4c55fd1,750,750,0,4.4,4.4,0.0,Watches,fastrack 3062pp09 tees pop analog watch   for men women,fastrack 3062pp09 tees pop analog watch   for men women  buy fastrack 3062pp09 tees pop analog watch   for men women  3062pp09 online at rs750 in india only at flipkartcom round dial purple and white strap buckle clasp  great discounts only genuine products 30 day replacement guarantee free shipping cash on delivery,fastrack pp tees pop analog watch for men women buy fastrack pp tees pop analog watch for men women pp online at rs in india only at flipkartcom round dial purple and white strap buckle clasp great discounts only genuine products day replacement guarantee free shipping cash on delivery,"User: Can I get a special deal on this?
Bot: For bulk purchases, I can give you a 10% discount.",wishlist,Out of Stock,"fastrack 9792pp02 basics analog watch   for women, maxima 20141cmgi attivo analog watch   for men, flippd fdlwbr3714 fashion analog watch   for men",4.619496092,Highly recommend! (Watches),27,This product is purchased,Yes
